User_ID,Country,University,Qualification,Discipline,GPA
,India,delhi University,Bachelors,bachelor's of management studies,,7
,india,pranveer singh institute of technology,Bachelors,mechanical engineering,,58
,India,"Graphic Era Hill University, Dehradun",Masters,Master's of Business Administration,,75
,Pakistan,International Islamic University of Islamabad,Bachelors,BS Mathmathics,,80
,india,"government polytechnic, himmatanagar",Bachelors,information technology,739,
,India,University of Delhi,Bachelors,Psychology,,7
,India,National institute of fashion technology,Bachelors,fashion communication,,64
,india,maulana mazharul hauque arabic and persian university,Bachelors,bachlor of library science,,72
,india,school of planning and architecture vijayawada,School,Planning,,9
,Russia,RGSU,Bachelors,psychology,,80
,India,Delhi college of arts and commerce,Bachelors,BA Program,,8
,india,Reva University,Bachelors,Civil Engineering,863,
,India,NMIMS ASMSOC,Bachelors,BBA,346,
,Nigeria,Ahmadu Bello University Zaria,Bachelors,Electronics and,Telecommunications Engineering,86
,India,C. V. Raman College of engineering,Bachelors,Computer Science,,8
,India,Dayanand sagar college,Bachelors,BCA,,70
,New York,New York University,Bachelors,Computer science,,91
,india,Era's lucknow medical college,Bachelors,MBBS,,89
,India,Gitam,Bachelors,Computer Science,8.33,
,India,Maharaja Agrasen institute of technology,Bachelors,Computer science,812,
,United Arab Emirates,Mumbai university,Bachelors,hospitality management,,65
,Pakistan,,,,
,,Capital University of Science and Technology,Bachelors,Software Engineering,332
,India,Gyan Ganga Institute of Technology and Sciences,Masters,MBA,73
,India,SGDCOE Jalgaon,Bachelors,Mechanical Engineering,60
,india,jiit noida,Bachelors,electronics and communication,7
,uttarpardesh,sanskriti university,Bachelors,BCA,65
,Turkey,Istanbul Yeni Yuzyil Universty,School,Dentistry,77
,India,St. Andrews College,Bachelors,Bcom,4
,india,Biju patnaik university of technology,Bachelors,computer science,68
,USA,Central Arizona College,School,Communications,85
,India,Amity University,Bachelors,Computer Science,82
,india,ime college,Bachelors,computer,59
,United States,University of Dayton,Bachelors,Chemical Engineering,435
,Indonesia,Univeristas Tarumanagara,Bachelors,Psychology,357
,United States,Pace University,Masters,Customer Intelligence & Analytics,4
,United States,fort lewis college,Bachelors,studio art,2
,India,monarch international college,Bachelors,hotel management,67
,India,Guru Gobind Singh Indraprastha University,Bachelors,Electronics and Communication Engineering,82
,Ghana,University of Ghana,Tertiary,Family and Consumer Sciences,3.45
,Ghana,UCC,Bachelors,Bachelor of Commerce Management,91
,india,LPCPS,Bachelors,BBA,80
,United Kingdom,Rennes School of Business,Masters,Business Management,74
,Selangor,Spectrum International College of Technology,Bachelors,Renewable Energy Management,3
,Michigan,Okemos high school,School,High school senior,318
,Botswana,Institution of development management,Bachelors,BA (HONS) Business management,64
,france,upec,Masters,international business and management,3
,India,Du,School,Philosophy hons,72
,India,Fergusson College,Bachelors,Mathematics,8
,India,symbiosis center for management studies Noida,Bachelors,Bba,
,India,NIFT,Bachelors,Bachelor's of Design,8
,India,NIFT shillong,Bachelors,accessory designing,80
,india,yenepoya institute of technology,Bachelors,electronics and communication,61
,United States,Smyer High School,School,Medical field,4
,india,PES UNIV,Masters,management,8
,India,"SRM-IST,KTR",Bachelors,B.Tech Biotechnology,88
,India,NMIMS University,Bachelors,Information Technology,278
,India,Jain University,Bachelors,Animation,8
,india,YCMOU,Bachelors,bca,55
,india,madhav University,Bachelors,mechanical,62
,México,Instituto Tecnológico de Monterrey,Bachelors,Mechatronics engineering,38
,South Africa,vaal university of technology,School,cost and management accountant,60
,United States,UTSA,School,Business Studies,300
,India,CMS college,Bachelors,"English literature, Mass Communication and Journalism",8
,India,Lovely Professional University,Bachelors,CSE,8
,Italy,University of Trento,Masters,Law,91
,India,jai hind college,School,law,9
,China,Shenyang Medical University,Bachelors,MBBS,87
,India,KIIT School of Fashion Technology,Bachelors,Fashion Designing,9.3
,United States,University of Nebraska Lincoln,Bachelors,Undecided,96
,United States of America,University of Houston downtown,Bachelors,Communication,25
,United States,Kent State University Stark Campus,Bachelors,Engineering Tech,3141
,United States,Bergen Community College,School,Information Technology,93
,Iran,Kashan University,Bachelors,Mechanical engineering,3
,India,Bennett university,Bachelors,bachelor of business administration,754
,Tunisia,Isbat,Doctorate,Fine arts,60
,India,utkal,Bachelors,computer science,89
,Philippines,Ateneo de Davao University,Bachelors,Business Management,90
,Malaysia,Kolej poly-tech mara,School,Business management,273
,United States,N/A,School,Engineering,83
,india,University of delhi,Bachelors,b.com hons,70
,India,RGUKT,Bachelors,Computer Science,86
,India,IIT Madras,Bachelors,Engineering physics,7
,India,sardar vallbhbhai Patel institute of technology,Bachelors,computer engineering,93
,india,Prasad v Potluri Siddhartha Institute of technology,Bachelors,Electrical and electronics engineering,683
,India,Future Institute of Engineering and Management,Bachelors,BCA,50
,india,ksrm college of engg,Bachelors,computerscience,67
,india,iit Bombay,School,mechanical engineering,85
,Malaysia,Uitm,Bachelors,Accounting,343
,united kingdom,Aston university,Bachelors,business management,302
,India,nit hamirpur,Bachelors,Architecture,638
,England,Kingston University,Bachelors,Graphic Design,0
,India,"DBE, DU",Masters,MBA,0
,India,Symbiosis Centre for Management Studies,School,BBA,911
,india,utkrmit ucch vidyla.teghra.azamnager,Post Doctorate,biology,7860
,Guatemala,Usac university,Bachelors,Agronomy,76
,nigeria,university of lagos,Bachelors,insurance,467
,India,Banglore institute of legal studies,Bachelors,BA LLB,70
,Singapore,National University of Singapore,Bachelors,Business Analytics,42
,India,MOP Vaishnav College for Women,Bachelors,B.Com Honours,89
,Bangladesh,Islamic University of Technology,Bachelors,Mechanical Engineering,3
,India,iiitp,School,computer science,9
,India,University of Delhi,Bachelors,Commerce,6
,india,IIT KHARAGPUR,Masters,chemistry,8
,Malaysia,Nilai University,Bachelors,Aircraft Maintenance,94
,India,DGMC,Bachelors,BA in Film Making,70
,india,Banasthali vidyapith,Bachelors,commerce and management,75
,United States,Wichita State University,School,Arts,89
,Nigeria,"University of Calabar, Nigeria",Bachelors,Medicine and Surgery,70
,India,Quantum school of technology,Bachelors,B. Tech CSE,95
,India,Dyal Singh College,,Bachelors,B.A(Programme),62,
,Gujarat,k. S. school of business management,,Bachelors,computer science,,3
,Egypt,Alexandria University,,Bachelors,Business,71,
,Egypt,The,Arabic language,School,Arabic,80,
,Egypt,Faculty of engineering at shoubra benha University,,Bachelors,civil engineering,80,
,india,srm university,,Bachelors,computer science,72,
,india,mait,,Bachelors,mae,75,
,India,Bareilly College,,Bachelors,Commerce,50,
,Germany,universitas indonesia,,Masters,banking and finance,,3
,Russia,UrFU,,Bachelors,History,85,
,india,jawaharlal Nehru technology and science Hyderabad,,Bachelors,b.tech,64,
,United States,University of West georgia,,Masters,psychology,259,
,india,jai hind college,,Bachelors,bachelors of banking & insurance,,8
,India,Barkatullah university,,Masters,MBA,68,
,France,"SciencesPo Paris, Paris Institute of Political Studies",,Bachelors,"Politics and Government, International Affairs, Law, Comparative Politics",,3
,India,Jamia Millia Islamia,,Masters,Human Rights,,8
,India,sharda university,,Bachelors,B.sc Animation and Vfx,,7
,France,ITIRI (University bof Strasbourg),,Masters,Translation,66,
,india,Lovely Professional University,,Bachelors,Computer application,81,
,brasil,Estácio de sá,,School,Law,82,
,India,Chetana's Self Financing Courses,,Bachelors,Management studies,,8
,India,Cooch Behar Govt.,,Bachelors,Engineering College,Mechanical Engineering,7
,Tamilnadu,Madha Institute Of Engineering And Technology,,Bachelors,Computer Science Engineering,,7
,India,college,,Bachelors,animation,45,
,Egypt,Al-Salam Secondary School for girls,,School,Computer science,,0
,Bangladesh,Bangladesh Agricultural University,,Bachelors,Agriculture,72,
,india,sirt,,Bachelors,Computer science,79,
,India,Welingkar Institute of Management,,Masters,PGDM Research and Business Analytics,,7
,india,delhi university,,School,b.com,50,
,India,K.J. Somaiya Polytechnic,,School,Mechanical Engineering,85,
,India,IMSUC,,Bachelors,Biotechnology,76,
,India,"Cluster Innovation Centre, University of Delhi",,Bachelors,Information Technology & Mathematical Innovations,,8
,España,UDC España,,School,Speech and language therapy,80,
,Canada,Concordia University of Edmonton,,Bachelors,Molecular biology,65,
,india,upes,,Bachelors,b tech computer science,,8
,New Jersey,Philadelphia,,School,flights attendance,60,
,India,Tata institute of,,social sciences,Masters,social sciences,63
,Pakistan,HITEC University Taxila,,Bachelors,Electrical Engineering,,3
,India,St. Xavier's University Kolkata,,Bachelors,Bachelor of Management Studies,,8
,South Africa,University of Zululand,,Bachelors,BA in industrial sociology,55,
,Sweden,Linnaeus University,,Masters,International Relations,80,
,indian,diploma,,School,computer science,50,
,Colombia,Universidad de La Guajira,,Bachelors,Negocios Internacionales,,4
,India,"Birla Institute of Technology, Mesra, Patna Campus",,Bachelors,Mechanical engineering,72,
,United States,University of Washington,Bachelors,Sound Technology,93
,India,IGNOU,Bachelors,Science,683
,usa,independence university,Bachelors,medical assisting,300
,malaysia,"universiti teknologi mara shah alam, selangor",Bachelors,islamic banking,
,india,Bapatla engineering college,Bachelors,civil engineering,76
,India,DSI,Bachelors,COMMERCE,75
,India,KJ SIMSR,Masters,Marketing,91
,India,M.L. Dahanukar College of Commerce (Affiliated to Mumbai University),Bachelors,Bachelor of Management Studies,880
,Brazil,,,,
,,Universidade Santo Amaro,School,Medicine,4
,India,"birla institute of technology and science Pilani, Goa campus",Bachelors,Computer Science,83
,India,jntu Hyderabad,Masters,BBA,91
,Malaysia,Institut Latihan Perindustrian Kota Kinabalu,School,Teknologi Komputer Rangkaian,358
,algeria,abou bakr belkaid,Bachelors,architecture,50
,United States,Michigan State University,Doctorate,Mechnical Engineering,3.2
,India,MAHARAJA MANINDRA CHANDRA COLLEGE,Bachelors,BA HONS HISTORY,6
,India,MAIT,Bachelors,Electrical and Electronics Engineering,92
,india,acropolis,Bachelors,bba,81
,india,Dpg degree college,Bachelors,B.com,71
,Mexico,BUAP,Bachelors,Business Administration,90
,Pakistan,"NUST, Islamabad",Bachelors,Applied Biosciences,81
,India,ASM Institute of Management and Computer Studies,Bachelors,Bachelor of Management Studies,80
,India,Pune University,Bachelors,information technology,65
,Bangladesh,Nilai University,Bachelors,BBA,3
,North America,university of tennessee,Bachelors,Pre-Med,32
,India,Sir M Visvesvaraya Institute of Technology,Bachelors,Electronics and Communications,75
,India,DSE,Masters,Economics,66
,India,Srinivasa Ramanujan Institute of Technology,Bachelors,Mechanical Engineering,50
,India,Thapar University,Bachelors,Electrical Engineering,9
,Turkey,Boğaziçi University,School,Psychology,3
,India,Chandigarh University,Bachelors,computer science,65
,Malaysia,UiTM,Bachelors,Civil Engineering,308
,india,dy patil deemed to be university school of management,Bachelors,bba,64
,India,Chandigarh University,Bachelors,Computer science,70
,Singapore,TMJC,School,A Level,4
,United Kingdom,Northumbria University,Masters,mechanical engineering with advanced practice,60
,South Africa,University of KwaZulu Natal,Bachelors,management,60
,Pakistan,City University of science and information technology,Bachelors,ENGLISH,3
,Indonesia,UAJY,Bachelors,teknik sipil,97
,Rwanda,University,Masters,Computer Science,60
,India,government polytechnic Ghaziabad,School,three year polytechnic diploma in information technology,6345
,india,mdi murshidabad,Masters,mba,5
,Pakistan,NUST,Bachelors,Software Engineering,3
,india,karpagam college of engineering,Bachelors,instrumentation engineering,8
,India,Siddharth degree college,Bachelors,Bachelor of business administration,74
,India,Bharathiar University,Masters,Statistics,76
,United States,Seminole State College of Florida,School,Business Management,3
,India,NIT SILCHAR,Masters,MBA,75
,Rwanda,Kigali Independent University,Bachelors,International relations,81
,India,alliance university,Bachelors,BBA,68
,India,MOP Vaishnava College for Women,Bachelors,Economics,76
,India,Lovely Professional University,Masters,MBA,725
,Spain,Manuel Murguia,School,Terapia Ocupacional,15145
,Pakistan,university of central punjab,Bachelors,Biotechnology,4
,Algeria,ESI,Masters,computer science,3
,Greece,American College of Greece,Bachelors,Computer Science,91
,United States of America,Full Sail University,Masters,Game design,3
,United States,San Francisco State University,School,Cinema,379
,India,Hindustan Institute of Technology and Science,Bachelors,Civil Engineering,81
,Vietnam,none,School,none,85
,Brasil,Universidade Federal Rural do Rio de Janeiro,Bachelors,History,85
,India,Gujarat technological university,Bachelors,electrical engineering,75
,India,NMIMS,Bachelors,BBA,3
,Kerala,Lovely professional University,Bachelors,Chemical engineering,61
,India,SDV Junior College,School,Electronic,87
,South Africa,Flavius Mareka TVET College,School,Human Resource Management,73
,Nepal,any,Bachelors,BBA,65
,India,Institute of Aeronautical engineering,Bachelors,Electronics and communication engineering,62
,South Africa,University of Pretoria,Bachelors,Information Technology,40
,Tanzania,University of Dar es salaam,Bachelors,civil engineering,4
,india,amet University,Bachelors,Mechanical,7
,Canada,College Français,School,Psychology,80
,india,ip university,Bachelors,bba,72
,United States,n/a,School,n/a,33
,Mexico,UNAM,School,Medicine,85
,United states of America,Illinois Institute of Technology,School,Aerospace engineering,4
,India,Ramakrishna Mission Vivekananda (Evening) College [Autonomous],Bachelors,Commerce (Accounting and Finance),7653
,india,A.K.T.U,Bachelors,mechanical engineering,68
,India,Xavier Business School,Masters,MBA Finance,7800
,india,Dr. A.PJ. Abdul Kalam technical university lucknow Uttar Pradesh,Bachelors,Food Technology,60
,egypt,alexandria,Bachelors,pharmacy sciences,65
,South Africa,varsity institute of science and technology,School,chemical engineering,34
,india,NIT Goa,Bachelors,Electrical Engineering,65
,tanzania,mbeya university of science and technology,Bachelors,electrical and electronics engineering,3
,Pakistan,City University of science and information technology,Bachelors,bachelors of science in English,3
,India,Srm,Bachelors,Computer Science,84
,India,Hindustan college of science and technology,Bachelors,Mechanical engineering,7
,Pakistan,Federal Urdu University,Masters,Business,3
,Greece,University of Macedonia,Bachelors,Applied Informatics,70
,india,RTU kota,Bachelors,Electronic engineering,64
,India,Brindavan college of engineering,Bachelors,Computer Science,665
,South Africa,Rosebank college,Bachelors,Bachelor of public administration,65
,India,Gujarat University,Bachelors,computer application,65
,indonesia,UNIKA,Bachelors,psychology,86
,South Korea,High School graduate,School,Computer Science,74
,India,piloo mody college of architecture,Bachelors,b.arch,8
,INDIA,Jain University,Bachelors,Computer Applications,75
,Usa,Penn State,Bachelors,Finance,3
,India,lovely professional university,Bachelors,bcom honors,68
,India,janki Devi Memorial College,Bachelors,commerce,85
,India,St. Vincent Pallotti College Of Engineering & Technology,Bachelors,Mechanical Engineering,62
,South Africa,Vega School,Bachelors,Digital Marketing,71
,India,"St. Xavier's College, Mumbai",Bachelors,Statistics,9
,India,Amity University,Bachelors,B.Tech Computer Science,9
,India,Maac,Bachelors,Film making,68
,india,delhi university,Bachelors,English honors,75
,Indonesia,SMA Al-Mahadul Islami,School,english,60
,Russia,RSU named after A.N.Kossygin,Bachelors,Graphic design,97
,Singapore,PLMGS,Secondary,Marketing,3.5
,,Russian State medical university,Bachelors,medicine,2.1
,India,Graphic Era Hill University,Masters,"MBA,Logistics",77
,India,Dr Ram Manohar Lohia Avadh university,Doctorate,philosophy,63
,Jamaica,University of West Indies,Masters,Forensic Science,80
,India,Vasavi engineering,School,Ece,68
,Namibia,Namibia University of Science and Technology,Bachelors,Informatics,70
,India,University,Bachelors,Puc,75
,,NALSAR Hyderabad,Bachelors,Law,3.5
,india,TCS,Bachelors,management,7
,India,"Delhi Public School, Gurgaon",School,Completed 12th,9
,Pakistan,Mehran University Of Engineering and Technology Jamshoro,Bachelors,Mechanical Engineering,80
,India,APJ Abdul Kalam Technological University,Bachelors,Civil Engineering,8.33
,usa,Lake Michigan College,Bachelors,Environmental Engineering,3
,Spain,The Open University,Bachelors,Business Management - marketing,70
,India,RYAN INTERNATIONAL SCHOOL,School,Medical + Psychology,83
,UK/Ghana,university of Leeds,Masters,engineering project management,60
,Tunisia,Esprit,Bachelors,Mechatronics,3
,Egypt,faculty of nursing,Bachelors,nursing,95
,india,High school,School,science,92
,India,ORIENTAL INSTITUTE OF MANAGEMENT,Masters,MASTER OF MANAGEMENT STUDIES,875
,India,Dr. B C Roy Engineering College,Bachelors,Computer Science and Engineering,60
,Kashmir,GHS school zainapora,School,commerce,65
,sudan,sudan University for Science and technology,Bachelors,mechanical engineering,67
,india,Manipal academy of higher education,Bachelors,logistics and supply chain management,60
,India,Chandigarh university,,Bachelors,computer science,74,
,india,vcsg,govt medical college,Bachelors,medical science,70,
,India,Amity University Rajasthan,,Bachelors,Bachelors in Journalism and Mass Communication,70,
,United States of America,University of Texas at Austin,,Bachelors,Theatre and Dance,359,
,India,Bhavans,,Bachelors,Information Technology,,7
,United States,Purdue Global University,,Bachelors,Applied Behavior Analysis,95,
,Egypt,"Arts, Ain Shams",,Bachelors,English,,0
,Azerbaijan,Azerbaijan academy of labour and social relations,,bachelor,accounting,70,
,India,Maharshi Dayanand University,,Bachelors,Law,65,
,Germany,Zeppelin University,,Bachelors,Corporate Management & Economics,100,
,india,tezpur university,,School,MSC in environmental science,,5
,india,Dr D.Y patil pratishthans college of engineering,,Bachelors,computer science engineering,,7
,Australia,University of Queensland,,Bachelors,Economics,70,
,India,"College of Engineering and Technology,Bhubaneswar",,Bachelors,Fashion And Apparel Technology,63,
,Vietnam,Thai Nguyen University of agriculture and forestry,,Bachelors,Food Science and technology,,3
,India,BMS COLLEGE OF ENGINEERING,,Bachelors,INDUSTRIAL ENGINEERING,,7
,India,Welingkar Institute of Management,,Masters,"MBA,Retail Management",,7
,India,vidyavardhinis College of Engineering and technology,,Bachelors,Civil Engineering,,6
,USA,Western Kentucky University,,Bachelors,Architecture,90,
,india,Amravati University,,Bachelors,commerce,59,
,jordan,jordan university of science and technology,,Bachelors,plant scince,,3
,India,annamalai University,,Bachelors,civil engineering,,8
,india,crsu jind,,Masters,MBA,62,
,United States,Southern University and A&M College,,Bachelors,Psychology,39,
,France,epsi,,Masters,information,technology,7
,Ethiopia,Addis Ababa Science and Technology University,,Bachelors,Software Engineering,,3
,Australia,amrita,,Masters,mechanical,35,
,India,Amity global business school,,Post Doctorate,MBA,69,
,India,St Aloysius College,,Masters,Masters in Social Work,53,
,United States,Harvard University,,School,English and Literature,94,
,india,loreto college,,Bachelors,political science,,7
,india,GNITS,,Bachelors,computer science,62,
,India,srm university,,Bachelors,Computer Science,93,
,Myanmar,East Yangon University,,School,Psychology,317,
,India,symbiosis institute of health sciences,,Bachelors,medical Technology,,8
,,satyam fashion institute,,,,,
,India,affiliated to SNDT university,,Bachelors,B.design,79,
,United States,Kutztown University,,Bachelors,Applied Digital Arts,,3
,España,IES aguas vivas,,School,bachelors,90,
,Việt Nam,Western Sydney University,,Bachelors,International Business,81,
,Philippines,Central Mindanao University,,Bachelors,Bachelor of Science in Nursing,84,
,India,BITS Pilani,,Bachelors,Computer Science,96,
,USA,Kennesaw State University,,Masters,Business,,4
,India,"kavikulguru Institute of technology and science, ramtek",,Bachelors,information technology,,8
,India,Iter,,Bachelors,CSIT,65,
,Iran,Tarbiat Modares University,Masters,Dramatic Literature,,96,
,india,veermata jijabai technological institute,Bachelors,diploma in civil engineering,,93,
,India,Delhi University,Bachelors,Geology,,,8
,Malaysia,IMU,School,Medicine,,350,
,Bangladesh,Bangabandhu Sheikh Mujibur Rahman Science and technology university,Bachelors,Marketing,,325,
,Pakistan,"NUTECH, ISLAMABAD",Bachelors,Mechanical Engineering,,,3
,India,"VIT, Vellore",School,Computer Science,,64,
,España,Universidad de León,Bachelors,Marketing,,80,
,India,Nmims Mukesh Patel school of technology management and engineering,Bachelors,mechatronics,,29,
,Indonesia,Universitas Indonesia,Bachelors,Mechanical Engineering,,79,
,india,Bijay krishna girls college howrah,Bachelors,journalism and mass communication,,60,
,india,Jawaharlal Nehru University,Bachelors,b.pharmacy,,73,
,India,icsc hawal Srinagar,Bachelors,physics,,69,
,india,vivekanand college,Masters,mba,,,7
,India,University Commerce College,Bachelors,Bachelor's of Commerce,,52,
,India,City college Kolkata,School,chemistry,,70,
,Brasil,USP RP,Bachelors,Nutrition,,100,
,turkey,Izmir University of Economics,School,Genetics and Bioengineering,,87,
,India,BV Raju institute of technology,Bachelors,Computer science,,72,
,United Arab Emirates,Abu Dhabi University,Bachelors,Mechanical Engineering,,67,
,haryana,Govt. college Naraingarh,Bachelors,Bachelor of arts,,50,
,United States,Saint Leo University,Bachelors,Biomedical sciences,,,4
,Ghana,presby boys,School,biology,,80,
,India,sandip foundation,Bachelors,computer engineering,,55,
,India,JECRC FOUNDATION,Bachelors,COMPUTER SCIENCE,,,8
,India,Rabindra Bharati university,Masters,Applied Theatre,,96,
,India,chetana's institute of Management and research,Masters,PGDM (Marketing),,,7
,India,JNU,Masters,Bioinformatics,,,6
,india,Amity University Jharkhand,Bachelors,Bachelors in business administration,,70,
,Indonesia,Universitas Pancasila,Bachelors,Psychology,,,2
,punjab,chandigarh university gharuan,Bachelors,commerce,,61,
,united states,Regent University,Bachelors,Christian,ministery,,4
,India,PACE Institute Of Technology and Sciences,Bachelors,Computer Science Engineering,,86,
,India,Isabella Thoburn college,Bachelors,Science,,62,
,Maharashtra,H. R COLLEGE OF COMMERCE AND ECONOMICS,Bachelors,Management studies,,75,
,india,gitam University,Bachelors,electronics,,,8
,United States of America,Alabama State University,Bachelors,Biomedical Engineering,,,3
,United states,university of central oklahoma,Bachelors,business management,,,4
,India,SGT University,Bachelors,b. pharmacy,,,7
,,Gautam,,,,,
,India,,Bachelors,B.tech ec,,60,
,United States,Northeast Alabama Community College,School,Adult Education,,,4
,Germany,London,Bachelors,English,,,3
,Kenya,Jomo Kenyatta University of Agriculture and Technology,School,Business Computing,,85,
,Delhi,University of Delhi,Bachelors,Economic (Hons),,92,
,India,Pondicherry University,Masters,MBA,90,
,India,,School,12th,80,
,Thailand,"Internatinal Colkege, Uttaradit Rajabat University",Bachelors,Business English,386,
,Algeria,Mhamed bougara,Masters,English Literature,14,
,india,vishwakarma government Engineering college,Bachelors,instrumentation and control,8,
,south Africa,university of South Africa,School,BA in communication Science,55,
,Indonesia,STIFAR Riau,Bachelors,Pharmacy,86,
,India,"Dyal Singh College(Evening), Delhi University",Bachelors,Bcom,77,
,India,Sri ramakrishna engineering college,Bachelors,Electronics and communication,7,
,India,Bidar institute of medical science,Bachelors,bachelor of medicine and bachelor of surgery,86,
,United States of America,Southern Utah Universitt,Bachelors,Vocal Performance,4,
,Greece,Aristotle University of Thessaloniki,Masters,Rural and Survey Engineering,75,
,India,Amity Global Business School,Bachelors,BBA,80,
,Nigeria,University of Calabar,Bachelors,Microbiogy,3,
,India,Pacific University,Bachelors,Computer Science,60,
,india,lovely professional university,Bachelors,aerospace engineering,65,
,Turkey,okan university,Bachelors,mechatronics engineering,92,
,India,Government Engineering College Bartonhill,Bachelors,Electrical and Electronics,9,
,India,politecnico Di Milano,Masters,Electrical Engineering,76,
,Philippines,Universidad de Sta Isabel,Bachelors,Business Administration,90,
,India,IHMS of kotdwara,School,commerce,6,
,Tanzania,Dar-es-salaam Institute Of Technology,School,Civil Engineering,3,
,India,SSGBCOET,Bachelors,computer science,8,
,India,Dwarkadas J. Sanghvi College of Engineering,School,Electronics engineering,9,
,India,DELHI TECHNOLOGICAL UNIVERSITY,School,Mathematics and computing,6,
,India,Usha Rama college of engineering and technology,Bachelors,Mechanical engineering,65,
,indonesia,singapura,School,art science,90,
,Thailand,Thammasat University,Bachelors,Management Technology,90,
,Pahang,UMSKAL,Bachelors,International Financial Economics,357,
,Belgium,Ghent,Masters,international masters of science in agro and environmental,75,
,india,sreenidhi institute of science and technology,Bachelors,electronics and communication engineering,65,
,Australia,Edith Cowan University,Bachelors,Civil engineering,80,
,India,desh bhagat university,Masters,electrical engineering (power system),75,
,India,R.C.Patel institute of technology,Bachelors,Mechanical Engineering,54,
,India,NDIM/Indraprastha University,Bachelors,BBA,77,
,india,bgsbu rajouri,Masters,information technology,73,
,United States,Arizona State University,Masters,Accounting,4,
,usa,seminole state college,School,engineering,3,
,india,jagan institute of management Studies,Masters,MBA,71,
,india,ismail yusuf,Bachelors,psychology,591,
,USA,clayton state University,Bachelors,nursing,3,
,Nigeria,Adekunle Ajasin University,Bachelors,Economics,3,
,India,"padmanava collage of engineering, raurkela",Bachelors,computer science,8,
,India,Jain University,Banglore,Bachelors,Bcom honors international finance and accounting with ACCA,80
,india,Bishop Heber college,Masters,,chemistry,,7
,India,guru gobind singh intraprasta university,Bachelors,,BBA,,90
,India,St Joseph college of commerce,Bachelors,,Bachelor's of commerce(international accounting and finance),,8
,india,Amity University,Bachelors,,B.A(Hons.) Economic,,78
,France,ESLSCA Business School,Masters,,Business Administration,,
,India,jawaharlal darda Institute of engineering and technology yavatmal,Bachelors,,computer science and engineering,,7
,India,SASTRA Deemed University,Bachelors,,chemical engineering,,8
,India,gtu,Masters,,Cyber security,,8
,India,Salt brook academy,School,,class 12th appeared,,94
,tanzania,University of dar es salaam,Bachelors,,electrical engineering,,70
,Pakistan,qims college,School,,engeering,,3.5
,INDIA,RAJIV GANDHI GOVT.,Bachelors,ENGINEERING COLLEGE,Mechanical engineering,,752
,government city collage,city collage,Bachelors,,yes,,267
,INDIA,BIDHANNAGAR COLLEGE,Bachelors,,ECONOMICS,,60
,India,Thakur College Of Science And Commerce,Bachelors,,12th,,60
,india,mithibai college of arts,School,,arts,,89
,India,D. G. Ruparel,School,,science,,89
,Iran,Malek Ashtar university,Masters,,Molecular biotechnology,,84
,United Kingdom,Heriot-Watt University,School,,Quantity surveying,,65
,india,Christ lavasa,Bachelors,,BBA,,80
,Ireland,Maynooth University,Bachelors,,Anthropology,,3
,India,Gangadhar Meher University,Bachelors,,BBA,,79
,Indonesia,Universitas Nasional,Bachelors,,Management,,378
,India,Renaissance University,Bachelors,,Computer Applications,,88
,Sri Lanka,"Australian,russian or Europe campus",Bachelors,,undergraduate,,80
,India,JDBI,Masters,,MCOM Hons.,,96
,india,bhavans h. s collage chowpatty,Bachelors,,ba,,60
,Pakistan,"Uet, Taxila",Bachelors,,Software Engineering,,80
,South Africa,university of Limpopo,Bachelors,,Criminology and Psychology,,65
,India,Patna Women's College,Bachelors,,English Literature,,9
,India,Pune University,Masters,,MBA,,65
,India,Xavier Institute Of Engineering,Bachelors,,Information Technology,,7
,India,"GITAM University,Hyderabad",Bachelors,,Computer Science,,84
,India,Somerville School,School,,Commerce,,89
,India,sri agrasen,School,,science,,80
,India,"U.I.E.T Sector-25, Panjab University",Bachelors,,B.E(Computer science),,7
,India,NOIS,School,,Arts,,68
,India,I.T.S. Engineering College,Bachelors,,Computer Science Engineering,,70
,India,Banaras Hindu University,Bachelors,,B.com(Hons)-Financial Market Management,,61
,Zimbabwe,Women's University in Africa,Bachelors,,Banking and Finance,,3
,India,GIET university,Masters,,MBA 1st year,,81
,Vietnam,FPT Polytechnic,School,,Mobile App Development,,7
,India,O. P. Jindal Global University,Doctorate,,Management,,35
,india,PSIT COLLEGE OF ENGINEERING,Bachelors,,computer science,,80
,United States,Grand Canyon University,Bachelors,Computer Programming,3
,India,Kashmir University,Bachelors,Electrical engineering,84
,malaysia,politeknik mersing,Bachelors,IT,3
,Indian,University of Delhi,Bachelors,"Physics, Chemistry and Mathematics",84
,India,DTU,Bachelors,Mechanical Engineering,75
,India,RCC Institute of Information Technology,Bachelors,Computer Science and Engineering,8
,India,shah and anchor kutchhi engineering college,Bachelors,computer engineering,70
,India,SRM Institute of Science and Technology,Bachelors,Electronics and Communication Engineering with specialization in Instrumentation Engineering,822
,India,MAHARAJA SURAJMAL INSTITUTE,Bachelors,BBA,71
,india,Bgsvmysore,Bachelors,computer science,65
,france,British University in Egypt,School,Dentistry,90
,india,SRM UNIVERSITY,Bachelors,b.tech/cse,7
,India,University College of commerce and business Management,Masters,MBA Technology Management,0
,United States,Steele Canyon,School,High School,38
,,University of Delhi,Bachelors,Computet Science,8.4
,india,Inderprastha Engineering College,Bachelors,Computer science and engineering,75
,India,Inderprastha Engineering College,Bachelors,Computer science,75
,syria,British University in Egypt,Bachelors,Dentistry,90
,india,sk University,Bachelors,civil engineering,95
